Name,ID,Description,Quality,Itempools,Type,Tags,MaxCharges,MoveSpeed,AddBlackHearts,GfxFileName,ClearEffectsOnRemove,InitCharge,PersistentEffect,ShopPrice,AddMaxHearts,Bombs,Pickups,AddCoins,Damage,TearFlags,CraftingQuality,AddCostumeOnPickup,AchievementID,Coins,AddBombs,PassiveCache,ShotSpeed,Luck,Flight,MaxCooldown,ChargeType,Tears,Keys,CacheFlags,Special,DevilPrice,AddHearts,Range,AddSoulHearts,AddKeys
Broken Shovel,550,It feels cursed,4,,ITEM_ACTIVE,"TAG_NO_EDEN,TAG_LAZ_SHARED_GLOBAL,TAG_WISP,TAG_OFFENSIVE,TAG_QUEST",4,0.0,0,gfx/items/collectibles/Collectibles_550_ShovelPiece1.png,False,-1,False,15,0,0,,0,0.0,,4,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Broken Shovel,551,It feels cursed,4,,ITEM_PASSIVE,"TAG_NO_EDEN,TAG_LAZ_SHARED_GLOBAL,TAG_OFFENSIVE,TAG_QUEST",0,0.0,0,gfx/items/collectibles/Collectibles_551_ShovelPiece2.png,True,-1,False,15,0,0,,0,0.0,,4,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Mom's Shovel,552,Lost but not forgotten,4,,ITEM_ACTIVE,"TAG_NO_EDEN,TAG_LAZ_SHARED_GLOBAL,TAG_WISP,TAG_OFFENSIVE,TAG_QUEST,TAG_MOM",4,0.0,0,gfx/items/collectibles/Collectibles_552_MomsShovel.png,False,-1,False,15,0,0,,0,0.0,,4,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Mucormycosis,553,Spore shot,3,treasure,ITEM_PASSIVE,"TAG_OFFENSIVE,TAG_MUSHROOM",0,0.0,0,gfx/items/collectibles/Collectibles_553_Mucormycosis.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,64,False,1,0,0.0,0,0
2Spooky,554,4me,1,"devil,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_554_2Spooky.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.20000004768372,0.0,False,0,0,0.50000006528597,0,4102,False,1,0,0.0,0,0
Golden Razor,555,Pain from gain,0,treasure,ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_555_GoldenRazor.png,False,-1,False,15,0,0,,5,0.0,,0,False,583,5,0,False,0.0,0.0,False,0,0,0.0,0,1,False,1,0,0.0,0,0
Sulfur,556,Temporary demon form,2,"devil,ultraSecret",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE,TAG_DEVIL",3,0.0,0,gfx/items/collectibles/Collectibles_556_Sulfur.png,False,-1,False,15,0,0,,0,0.0,,2,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Fortune Cookie,557,Reusable fortunes,2,treasure,ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",2,0.0,0,gfx/items/collectibles/Collectibles_557_FortuneCookie.png,False,-1,False,15,0,0,,0,0.0,,2,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Eye Sore,558,More eyes,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_558_EyeSore.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
120 Volt,559,Zap!,2,"treasure,batteryBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_559_120Volt.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
It Hurts,560,No it doesn't...,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_560_ItHurts.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Almond Milk,561,DMG down + tears up + you feel nutty,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_561_AlmondMilk.png,True,-1,False,15,0,0,,0,-2.4499999284744,,1,True,-1,0,0,False,0.0,0.0,False,0,0,8.1818181818182,0,67,False,1,0,0.0,0,0
Rock Bottom,562,It's only up from there,4,secret,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_562_RockBottom.png,True,-1,False,15,0,0,,0,0.0,,4,True,433,0,0,False,0.0,0.0,False,0,0,0.0,0,65535,False,1,0,0.0,0,0
Nancy Bombs,563,Random blast +5 bombs,1,"treasure,bombBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_563_EnigmaBombs.png,True,-1,False,15,0,5,,0,0.0,,1,True,-1,0,5,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
A Bar of Soap,564,Tears + shot speed up,2,boss,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_564_BarOfSoap.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.20000004768372,0.0,False,0,0,0.50101220325568,0,6,False,1,0,0.0,0,0
Blood Puppy,565,What a cute little thing!,1,"treasure,redChest,curse,ultraSecret,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL",0,0.0,0,gfx/items/collectibles/Collectibles_565_BloodPuppy.png,True,-1,False,15,0,0,,0,0.0,,1,True,462,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Dream Catcher,566,Sweet dreams,2,shop,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_566_DreamCatcher.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Paschal Candle,567,Keep the flame burning,3,angel,ITEM_FAMILIAR,"TAG_UNIQUE_FAMILIAR,TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_567_PaschalCandle.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,514,False,2,0,0.0,0,0
Divine Intervention,568,Double tap shield,1,angel,ITEM_PASSIVE,TAG_ANGEL,0,0.0,0,gfx/items/collectibles/Collectibles_568_DivineIntervention.png,True,-1,False,15,0,0,,0,0.0,,1,True,423,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Blood Oath,569,Bleed me dry,1,"devil,curse",ITEM_FAMILIAR,"TAG_NO_EDEN,TAG_NO_EDEN,TAG_UNIQUE_FAMILIAR,TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_569_BloodOath.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Playdough Cookie,570,Tasty rainbow,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_570_PlaydohCookie.png,True,-1,False,15,0,0,,0,0.0,TEAR_RAINBOW,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,32,False,1,0,0.0,0,0
Orphan Socks,571,Speed up + your feet feel stronger,2,"secret,goldenChest",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.29999995231628,0,gfx/items/collectibles/Collectibles_571_Socks.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,16,False,1,0,0.0,4,0
Eye of the Occult,572,DMG up + range up + controlled tears,3,"devil,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_DEVIL",0,0.0,0,gfx/items/collectibles/Collectibles_572_OccultEye.png,True,-1,False,15,0,0,,0,1.6913390159607,TEAR_OCCULT,3,True,-1,0,0,False,-0.1599999666214,0.0,False,0,0,0.0,0,109,False,2,0,2.0,0,0
Immaculate Heart,573,Halo of tears,3,"angel,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_ANGEL",0,0.0,0,gfx/items/collectibles/Collectibles_573_ImmaculateHeart.png,True,-1,False,15,2,0,,0,0.70000028610229,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,1,False,2,99,0.0,0,0
Monstrance,574,Purifying light,1,angel,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_574_Monstrance.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
The Intruder,575,Invasive friend,2,"treasure,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_SPIDER",0,0.0,0,gfx/items/collectibles/Collectibles_575_TheIntruder.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Dirty Mind,576,Filthy friends,1,"treasure,shellGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_POOP",0,0.0,0,gfx/items/collectibles/Collectibles_576_DirtyMind.png,True,-1,False,15,0,0,,0,0.0,,1,True,517,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Damocles,577,A king's fortune... but at what cost?,3,devil,ITEM_ACTIVE,"TAG_WISP,TAG_NO_CANTRIP,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_577_Damocles.png,False,-1,False,15,0,0,,0,0.0,,2,False,432,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,2,0,0.0,0,0
Free Lemonade,578,Party time!,0,treasure,ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",4,0.0,0,gfx/items/collectibles/Collectibles_578_FreeLemonade.png,False,-1,False,15,0,0,,0,0.0,,0,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Spirit Sword,579,Divine blade,3,angel,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_579_SpiritSword.png,True,-1,False,15,0,0,,0,0.0,,3,True,520,0,0,False,0.0,0.0,False,0,0,0.0,0,259,True,2,0,0.0,0,0
Red Key,580,Explore the other side,3,"secret,redChest,curse,keyMaster,momsChest,ultraSecret",ITEM_ACTIVE,"TAG_WISP,TAG_NO_CANTRIP,TAG_OFFENSIVE,TAG_NO_GREED",4,0.0,0,gfx/items/collectibles/Collectibles_580_SecretKey.png,False,-1,False,15,0,0,,0,0.0,,3,False,415,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Psy Fly,581,Flamboyant protector,4,"treasure,keyMaster,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_MONSTER_MANUAL,TAG_FLY",0,0.0,0,gfx/items/collectibles/Collectibles_581_PsyFly.png,True,-1,False,15,0,0,,0,0.0,,4,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Wavy Cap,582,Tears up. A mind changing experience!,0,secret,ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE,TAG_MUSHROOM",900,0.0,0,gfx/items/collectibles/Collectibles_582_WavyCap.png,False,-1,False,15,0,0,,0,0.0,,0,False,-1,0,0,False,0.0,0.0,False,0,1,0.0,0,19,False,1,0,0.0,0,0
Rocket in a Jar,583,Rocket propulsion +5 bombs,1,"treasure,bombBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_583_RocketInAJar.png,True,-1,False,15,0,5,,0,0.0,,1,True,-1,0,5,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Book of Virtues,584,Spiritual companionship,3,"angel,library",ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_WISP,TAG_OFFENSIVE,TAG_BOOK",4,0.0,0,gfx/items/collectibles/Collectibles_584_BookOfVirtues.png,True,-1,False,15,0,0,,0,0.0,,3,True,417,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Alabaster Box,585,A sacred offering,1,shop,ITEM_ACTIVE,"TAG_WISP,TAG_NO_CANTRIP,TAG_OFFENSIVE",12,0.0,0,gfx/items/collectibles/Collectibles_585_AlabasterBox.png,False,0,False,15,0,0,,0,0.0,,1,False,420,0,0,False,0.0,0.0,False,0,2,0.0,0,0,False,1,0,0.0,0,0
The Stairway,586,May you get what you came for,3,angel,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_NO_CANTRIP,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_586_JacobsLadder.png,True,-1,False,15,0,0,,0,0.0,,3,True,429,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Sol,588,Radiant victory,2,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_588_Sol.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Luna,589,The moon's blessing shines upon you,3,planetarium,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_589_Luna.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Mercurius,590,Speed up + you feel elusive,2,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.39999997615814,0,gfx/items/collectibles/Collectibles_590_Mercurius.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,16,False,1,0,0.0,0,0
Venus,591,HP up + you feel pretty,2,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_591_Venus.png,True,-1,False,15,2,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,4,0.0,0,0
Terra,592,Born to rock,3,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_592_Terra.png,True,-1,False,15,0,0,,0,1.6913390159607,"TEAR_ROCK,TEAR_KNOCKBACK",3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,33,False,1,0,0.0,0,0
Mars,593,Double tap dash,0,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_593_Mars.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,10,0,0.0,0,0,False,1,0,0.0,0,0
Jupiter,594,You're a gas giant!,2,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.20000004768372,0,gfx/items/collectibles/Collectibles_594_Jupiter.png,True,-1,False,15,4,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,24,False,1,4,0.0,0,0
Saturnus,595,Ring of tears,2,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_595_Saturnus.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Uranus,596,Ice tears,3,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_596_Uranus.png,True,-1,False,15,0,0,,0,0.0,TEAR_ICE,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,96,False,1,0,0.0,0,0
Neptunus,597,Open the floodgates,3,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_597_Neptunus.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Pluto,598,Size down,3,planetarium,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_598_Pluto.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.71790042078933,0,2074,False,1,0,0.0,0,0
Voodoo Head,599,Extra curse rooms,2,"shop,craneGame",ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_NO_GREED",0,0.0,0,gfx/items/collectibles/Collectibles_599_VoodooHead.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Eye Drops,600,Tears up,3,boss,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_600_EyeDrops.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.54545477244481,0,2,False,1,0,0.0,0,0
Act of Contrition,601,"Tears up, you feel forgiven",3,angel,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_601_ActOfContrition.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.71790042078933,0,2,False,1,0,0.0,0,0
Member Card,602,Exclusive access!,2,shop,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_602_MemberCard.png,True,-1,False,15,0,0,,0,0.0,,2,True,582,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Battery Pack,603,Instant energy!,0,"shop,batteryBum",ITEM_PASSIVE,"TAG_OFFENSIVE,TAG_BATTERY",0,0.0,0,gfx/items/collectibles/Collectibles_603_BatteryPack.png,True,-1,False,15,0,0,PICKUP_LIL_BATTERY,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Mom's Bracelet,604,Mother's strength,1,"shop,craneGame,oldChest",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE,TAG_MOM",30,0.0,0,gfx/items/collectibles/Collectibles_604_MomsBracelet.png,False,-1,False,10,0,0,,0,0.0,,1,False,-1,0,0,False,0.0,0.0,False,0,1,0.0,0,0,False,1,0,0.0,0,0
The Scooper,605,Plop!,0,treasure,ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",3,0.0,0,gfx/items/collectibles/Collectibles_605_TheScooper.png,False,-1,False,15,0,0,,0,0.0,,0,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Ocular Rift,606,Stare into the abyss,2,"devil,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_606_OculusRift.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Boiled Baby,607,Messy friend,1,"treasure,ultraSecret,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_BABY",0,0.0,0,gfx/items/collectibles/Collectibles_607_BoiledBaby.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Freezer Baby,608,Iced iced baby,2,"treasure,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_BABY",0,0.0,0,gfx/items/collectibles/Collectibles_608_FreezerBaby.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Eternal D6,609,???,3,"treasure,secret,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_NO_CANTRIP,TAG_OFFENSIVE",2,0.0,0,gfx/items/collectibles/Collectibles_609_FloriansD6.png,False,-1,False,15,0,0,,0,0.0,,3,False,448,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Bird Cage,610,Fat buddy,0,"treasure,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_NO_LOST_BR,TAG_DEAD",0,0.0,0,gfx/items/collectibles/Collectibles_610_BirdCage.png,True,-1,False,15,0,0,,0,0.0,,0,True,450,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Larynx,611,Hear my pain,2,treasure,ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",12,0.0,0,gfx/items/collectibles/Collectibles_611_Larynx.png,False,1,False,15,0,0,,0,0.0,,2,False,497,0,0,False,0.0,0.0,False,12,0,0.0,0,0,False,1,0,0.0,0,0
Lost Soul,612,Protect him,1,"treasure,secret,babyShop",ITEM_FAMILIAR,"TAG_UNIQUE_FAMILIAR,TAG_NO_CANTRIP,TAG_SUMMONABLE",0,0.0,0,gfx/items/collectibles/Collectibles_612_LostSoul.png,True,-1,False,15,0,0,,0,0.0,,1,True,460,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Blood Bombs,614,Bloody blast + HP up,2,"treasure,ultraSecret,bombBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_614_BloodBombs.png,True,-1,False,15,2,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,10,0.0,0,0
Lil Dumpy,615,Puffy buddy,3,"treasure,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_MONSTER_MANUAL",0,0.0,0,gfx/items/collectibles/Collectibles_615_LilDumpy.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Bird's Eye,616,It burns,3,"treasure,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_616_BirdsEye.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Lodestone,617,Magnetizing tears,2,"treasure,craneGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_617_Lodestone.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,64,False,1,0,0.0,0,0
Rotten Tomato,618,Delicious!,2,"treasure,ultraSecret,rottenBeggar",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_618_RottenTomato.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,64,False,1,0,0.0,0,0
Birthright,619,???,3,shop,ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_619_Birthright.png,True,-1,False,15,0,0,,0,0.0,,3,True,431,0,0,False,0.0,0.0,False,0,0,0.0,0,65535,False,1,0,0.0,0,0
Red Stew,621,Full HP + temporary DMG up,2,"shop,ultraSecret",ITEM_PASSIVE,TAG_OFFENSIVE,0,0.0,0,gfx/items/collectibles/Collectibles_621_RedStew.png,True,-1,False,15,0,0,,0,14.65957069397,,2,True,430,0,0,False,0.0,0.0,False,0,0,0.0,0,1,False,1,99,0.0,0,0
Genesis,622,In the beginning,2,angel,ITEM_ACTIVE,"TAG_WISP,TAG_NO_CANTRIP,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_622_Genesis.png,False,-1,False,15,0,0,,0,0.0,,3,False,436,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Sharp Key,623,Open your enemies,1,"shop,keyMaster",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_623_SharpKey.png,False,-1,False,15,0,0,,0,0.0,,1,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,5,0,False,1,0,0.0,0,5
Booster Pack,624,Collect them all!,1,"shop,boss,craneGame",ITEM_PASSIVE,TAG_OFFENSIVE,0,0.0,0,gfx/items/collectibles/Collectibles_624_BoosterPack.png,True,-1,False,15,0,0,PICKUP_TAROTCARD,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Mega Mush,625,I'm a big boy now!,4,"treasure,secret",ITEM_ACTIVE,"TAG_OFFENSIVE,TAG_MUSHROOM",12,0.0,0,gfx/items/collectibles/Collectibles_625_MegaMush.png,False,-1,True,15,0,0,,0,0.0,,4,False,547,0,0,False,0.0,0.0,False,900,0,0.0,0,65535,False,1,0,0.0,0,0
Knife Piece 1,626,???,0,,ITEM_FAMILIAR,"TAG_NO_EDEN,TAG_LAZ_SHARED,TAG_UNIQUE_FAMILIAR,TAG_QUEST",0,0.0,0,gfx/items/collectibles/Collectibles_626_KnifePiece1.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Knife Piece 2,627,???,0,,ITEM_FAMILIAR,"TAG_NO_EDEN,TAG_LAZ_SHARED,TAG_UNIQUE_FAMILIAR,TAG_QUEST",0,0.0,0,gfx/items/collectibles/Collectibles_627_KnifePiece2.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
